"UniqueID","Probability1"
6630,0.00426666715760669
6629,0.0423128464535914
6603,0.00942667152123686
6602,0.0187333339048645
6600,0.388177195751112
6601,0.150527935830701
6604,0.0444627130409312
6597,0.0204027756000879
6593,0.0309277433797039
6598,0.0162870334889139
6594,0.0219033829665022
6596,0.0147459255304003
6599,0.0101750939677705
6595,0.0461211521506196
6592,0.0389108563200251
6588,0.0179588984296777
6590,0.211866985440188
6589,0.00593333358625813
6587,0.455170354480285
6591,0.826392370236265
6586,0.14450400265242
6581,0.632969276449899
6585,0.0173545286289118
6582,0.0387912175044596
6584,0.255620013996637
6583,0.0102574265675498
6579,0.0525215580706986
6580,0.0115865448315495
6573,0.642067907518318
6576,0.534897162642685
6578,0.0194746655416754
6572,0.609778229861522
6577,0.00736035027161346
6575,0.0276134151240102
6574,0.792380828032385
6570,0.0237685716084772
6571,0.0950942838148581
6568,0.778224284348443
6563,0.0150325424685677
6564,0.0251759393913344
6565,0.00755261865491575
6569,0.752530812801922
6566,0.101128409738608
6567,0.327611059963972
6562,0.0211884966561165
6553,0.164552959839693
6556,0.0187801760302081
6554,0.116944336624824
6559,0.0150406865939639
6555,0.707190012712327
6561,0.316598557388827
6558,0.445213324697371
6557,0.00653544559190919
6560,0.670401694292145
6546,0.0487837472144453
6551,0.283532042690344
6548,0.757593618821583
6547,0.0122198590307639
6552,0.0600725072912729
6550,0.458143919460119
6545,0.0221384696901313
6549,0.740667598716337
6544,0.721333961534815
6543,0.0225650227527817
6542,0.0163761588941612
6540,0.061303142828726
6541,0.094551619385175
6537,0.283406712644134
6539,0.768153139931754
6538,0.755790693886344
6536,0.331253154129214
6533,0.0454057493630988
6534,0.164203641615201
6535,0.859853578869399
6626,0.00566666674984132
6627,0.0174849915634566
6628,0.00440000033859083
6624,0.0327333346554609
6623,0.010946599077009
6625,0.0666440991756036
6622,0.0858816595110702
6621,0.0217688715668901
6618,0.137525307701909
6620,0.0136666671402259
6616,0.0648830418760611
6617,0.0504648458949048
6614,0.176937550037643
6619,0.184869206628
6615,0.0206702394407354
6613,0.0295914167416924
6612,0.264049986939199
6611,0.043709571286236
6606,0.837163919131759
6605,0.245390502715604
6607,0.0262310103243004
6610,0.00576012351675886
6609,0.593576271430266
6608,0.641418634596141
6722,0.0262861677868478
6720,0.607502963778991
6721,0.00653333366080708
6719,0.0283160063633494
6692,0.25592354024383
6688,0.838183935782291
6691,0.299286495972824
6690,0.0202745369563345
6689,0.0139268778246927
6686,0.0121544460511019
6685,0.0185436998431665
6687,0.0266145506815337
6684,0.424564966625199
6679,0.0109889165937421
6683,0.180284952649961
6681,0.0418880073577945
6682,0.0423452792357198
6680,0.785254843674853
6677,0.035492378528454
6678,0.0531268780028473
6674,0.0898614385976174
6673,0.193426604139781
6671,0.849225818186723
6676,0.0139492833280708
6675,0.0191427795345539
6672,0.030218555148218
6666,0.134061300696078
6668,0.0262753521196288
6663,0.0115768698322919
6670,0.705296627719478
6667,0.153069811212948
6664,0.182214385533966
6665,0.144161972968238
6669,0.012176472521385
6662,0.0172123057152016
6659,0.0394426922438296
6660,0.329983576709656
6658,0.159261863927015
6661,0.00428277083706932
6657,0.0272201042819822
6655,0.220634206951138
6656,0.106899062713048
6650,0.753068376362582
6654,0.0185857225151827
6652,0.0604848498713164
6649,0.332316700347376
6651,0.00970103976192467
6653,0.0761922224107552
6646,0.274142874089254
6648,0.148586562100383
6647,0.0592855952812563
6645,0.118876312769045
6718,0.246266669478535
6638,0.369696872527425
6634,0.23746375238873
6641,0.37731819581204
6636,0.383363749261691
6639,0.294941324231275
6643,0.395595084891736
