"UniqueID","Probability1"
6630,0.00186666863042678
6629,0.0276513858143657
6603,0.00717335275161412
6602,0.00760000228612472
6600,0.38764211633778
6601,0.196911743322805
6604,0.0429175188303914
6597,0.0222777690670181
6593,0.0214443068521491
6598,0.011281467288989
6594,0.0236135318660086
6596,0.0231170354549345
6599,0.00430037587108199
6595,0.0312846086024785
6592,0.0191100919467671
6588,0.00970226038537734
6590,0.16933460842742
6589,0.00226666767836585
6587,0.408814751254472
6591,0.853569480945059
6586,0.184549343943012
6581,0.717877105799596
6585,0.00595144784898036
6582,0.0182315366845049
6584,0.24408005598655
6583,0.0096963729368657
6579,0.0487528989494609
6580,0.0180795126595312
6573,0.67453829673994
6576,0.505588650570741
6578,0.0120319955000349
6572,0.747112919446087
6577,0.00344140108645384
6575,0.0335203271627074
6574,0.760056645462874
6570,0.0309409531005755
6571,0.0926438019260991
6568,0.798630470727105
6563,0.00586350320760422
6564,0.0515037575653375
6565,0.00861047461966301
6569,0.706523251207689
6566,0.115046972287766
6567,0.25457757318922
6562,0.0236873199577992
6553,0.130478506025438
6556,0.0271207041208324
6554,0.0831106798326283
6559,0.0172294130425221
6555,0.664493384182639
6561,0.248260896221974
6558,0.553519965456152
6557,0.00294178236763677
6560,0.708673443835247
6546,0.023534988857781
6551,0.329994837428041
6548,0.833174475286333
6547,0.00714610278972215
6552,0.0362900291650917
6550,0.358709011173808
6545,0.0254872120938585
6549,0.787337061532014
6544,0.872002512805926
6543,0.00972675767779327
6542,0.022037968909978
6540,0.0376125713149041
6541,0.0674064775407002
6537,0.402693517243202
6539,0.885279226393684
6538,0.819029442212041
6536,0.291812616516857
6533,0.035489664119062
6534,0.152547899794135
6535,0.895947648810929
6626,0.00226666699936529
6627,0.0218066329204931
6628,0.00186666802103
6624,0.0116000052885104
6623,0.0152530629747025
6625,0.0493763967024146
6622,0.0725933047109476
6621,0.0490754862675604
6618,0.0843678974743025
6620,0.00386666856090366
6616,0.0739321675042443
6617,0.0431927169129527
6614,0.350683533483905
6619,0.221343493178668
6615,0.0510809577629416
6613,0.030099000300103
6612,0.198466614423464
6611,0.111104951811611
6606,0.733722343193701
6605,0.172628677529081
6607,0.0346573746305348
6610,0.0053071607337021
6609,0.712171752387731
6608,0.797807871717899
6722,0.0164780044807247
6720,0.665078521782631
6721,0.00213333464322834
6719,0.0163306921200642
6692,0.201160827641985
6688,0.809269076462498
6691,0.273545983891297
6690,0.0224314811586713
6689,0.00837417796543751
6686,0.0246177842044077
6685,0.00924146603933283
6687,0.035791536059468
6684,0.407859866500795
6679,0.0102223330416349
6683,0.0952731439331784
6681,0.0482186960978445
6682,0.0739144502762126
6680,0.604219374699411
6677,0.0461028474471492
6678,0.0269075120113894
6674,0.0649124210571364
6673,0.0953064165591253
6671,0.885969939413558
6676,0.0195304666456164
6675,0.00683778480488224
6672,0.0219408872595386
6666,0.0658452027843129
6668,0.00790140847851515
6663,0.0183074793291677
6670,0.808253177544577
6667,0.168145911518458
6664,0.196857542135863
6665,0.0914478918729531
6669,0.0221725567522068
6662,0.0133825561941399
6659,0.0588374356419851
6660,0.331800973505289
6658,0.118114122374726
6661,0.0043310833482773
6657,0.0131470837945955
6655,0.138670161137887
6656,0.0635962508521903
6650,0.745473505450329
6654,0.0120762233940643
6652,0.0236727328185991
6649,0.269400134722836
6651,0.00493749238103202
6653,0.0402355563096876
6646,0.346838163023681
6648,0.0783462484015321
6647,0.0403423811250252
6645,0.0608385844095147
6718,0.0888000112474722
6638,0.225454156776367
6634,0.126921676221587
6641,0.216739449914827
6636,0.210254997046763
6639,0.191631963591766
6643,0.232913672900278
6635,0.402565259379448
6637,0.206694892295682
6642,0.223667861468737
6640,0.201252537841371
6644,0.250319634846217
6633,0.83541963428583
6631,0.0356445458657313
6632,0.272515199019591
6717,0.00306666693195144
6715,0.0625404766778429
6716,0.00266666741818434
6713,0.0121333378608046
6714,0.0471399286553634
6710,0.0085565743407527
6708,0.0266370221021063
6712,0.0193254868218013
6709,0.028617585434348
6711,0.0501311633432759
6705,0.0386462863390576
6706,0.00253333399737824
6707,0.117595272769965
6704,0.0672025130757659
6703,0.25191766819208
6698,0.037901595953396
6701,0.623238521787331
6699,0.0594764700248947
6702,0.013512888390291
6700,0.0501174939289285
6697,0.48557405001228
6694,0.738922056123643
6693,0.00160000101206074
6696,0.00499875038017871
6695,0.10837908021582
6807,0.956799999117012
6806,0.00186666814920862
6777,0.00186666761912132
6781,0.123996872764886
6778,0.0323733495736424
6779,0.102006151542924
6783,0.00890885501308839
6784,0.00506152141621798
6780,0.805132413395975
6782,0.1825770912527
6785,0.037892756560883
6772,0.0678749829413674
6773,0.0192312060386827
6776,0.132025624510524
6774,0.00588174066639637
6775,0.468217092195181
6769,0.0478423272562049
6766,0.0353204165992194
6768,0.102247824830277
6771,0.00282020999808707
6770,0.103140804346587
6764,0.781789219129024
6765,0.0346033790537457
6767,0.0285298256180243
6763,0.0101760120369417
6762,0.00501804795072932
6756,0.120502422964715
6757,0.241521861712558
6761,0.0309367554655031
6758,0.212971631176942
6760,0.0158116994159017
6759,0.0144252359573672
6753,0.800102138096969
6754,0.0203712164564556
6755,0.0223802293010175
6752,0.414246278453442
6748,0.0477835557370907
6742,0.00634352478218389
6741,0.130290679400621
6747,0.0283686717230626
6746,0.0176697587275425
6743,0.0351189796687134
6749,0.0892093142191133
6744,0.0100000019385981
6751,0.00435690267343598
6745,0.246804045374646
6750,0.757892736622407
6739,0.105733812868005
6740,0.00296741940448983
6736,0.0267876958080327
6737,0.0376575303441488
6738,0.149496677978128
6733,0.0274605928767723
6732,0.0093862639428626
6734,0.0233420438981505
6735,0.0244114072677606
6731,0.383625967655533
6730,0.00490119155012267
6728,0.919591759634101
6727,0.085793694527949
6729,0.0165409493833929
6725,0.505673126613067
6726,0.113714315222953
6724,0.15712006619064
6723,0.900521270263374
6805,0.0116425154126811
6803,0.00253333410725592
6804,0.00293333367968163
6800,0.0419922004408559
6802,0.00413333606208552
6801,0.045604265473762
6799,0.0696384282411088
6794,0.00133333457301417
6796,0.0426062138447146
6797,0.0431915594553165
6795,0.0760514797020527
6798,0.0451660707949057
6793,0.137243996567862
6790,0.309194402998762
6791,0.0530644729397977
6789,0.0626362086842251
6792,0.0044867654098854
6787,0.807929240513849
6788,0.111021385028618
6786,0.0259168318261726
6902,0.0258873951071241
6901,0.00213333451931105
6876,0.02102704822316
6875,0.0288515340007338
6873,0.153485438608196
6874,0.165904399445332
6871,0.0122143580456507
6870,0.0600000039406038
6872,0.0376250056991785
6865,0.0367496378258322
6869,0.320247267495705
6867,0.147192050385043
6864,0.309794052836018
6866,0.57696914994135
6868,0.0393616194850128
6856,0.0147017157550135
6857,0.155663053213891
6858,0.0475948184525198
6861,0.0239827432629693
6859,0.73962007659837
6863,0.102193813630796
6862,0.0283711321889955
6853,0.0138148721000587
6854,0.0187546881073775
6860,0.771999378410739
6851,0.00437506967762472
6855,0.0384065332463155
6852,0.656511316660864
6849,0.0172336943775468
6850,0.0846494628761256
6844,0.893343255174009
6846,0.00603001244203441
6847,0.262079337378356
6848,0.0282461705880178
6845,0.799280466708892
6843,0.0152611445265683
6833,0.0164150155851878
6839,0.00763371128719502
6837,0.105729341078642
6842,0.016047335529997
6835,0.750856056936077
6838,0.0473398398242922
6832,0.0224082464536574
6834,0.0203079362279685
6836,0.0339775575286998
6841,0.00806631487840692
6840,0.0282193022529425
6829,0.0479623531635792
6830,0.0335350755244885
6831,0.0585333619111993
6826,0.0089481479748047
6824,0.523547551413838
6823,0.186487701383731
6828,0.00669404192609825
6827,0.057170667905364
6825,0.852583964513586
6818,0.0612301066907635
6821,0.0325503837075514
6814,0.0293530887830591
6820,0.142971778759083
6819,0.851431498545734
6815,0.0654987606090611
6816,0.164085604199685
6817,0.1674730923415
6822,0.061649231255516
6813,0.00240630661687193
6812,0.0766836670485217
6811,0.0450857073077618
6810,0.908719219338881
6809,0.0349982632199113
6808,0.937683054805349
6900,0.00413333436384075
6899,0.00413333356111966
6898,0.00493333548699208
6897,0.0411501556986986
6896,0.00819009681009186
6893,0.0581545524010585
6895,0.011815963550318
6894,0.00240000113489333
6892,0.0489754835113453
6889,0.0272808888151702
6887,0.00160000161371913
6888,0.0858890842497095
6891,0.0542045431347859
6886,0.0114851803802995
6890,0.00866002310009436
6883,0.0636111181440653
6882,0.00979617765328001
6885,0.877802395923671
6884,0.00706666760098086
6878,0.357790449739483
6877,0.0602977556912477
6879,0.133288818527511
6881,0.00663061623224315
6880,0.00328384836821933
6999,0.00226666803518778
6971,0.178445700024754
6963,0.337326025245686
6965,0.051575578066581
6969,0.0223200331839265
6967,0.758074807156501
6966,0.282303292644936
6962,0.0245103903552627
6970,0.00512253285761832
6973,0.0205238132159332
6964,0.0175429394969391
6968,0.122054755409782
6972,0.35791638170853
6956,0.887763575915857
6961,0.0138122278623083
6957,0.0280890252044758
6959,0.0042239442360267
6960,0.071029173548174
6958,0.0022666686924876
6949,0.0289545022010151
6948,0.00213333505331163
6950,0.0908252987046902
6952,0.0434970535369507
6955,0.112986112864274
6953,0.553354533587594
6954,0.00661732500895804
6951,0.109992126806928
6942,0.00931811335431047
6946,0.151008243261549
6944,0.0414286243097932
6943,0.833837717492957
6947,0.0928167150125564
6945,0.0332398911645605
6938,0.112137673104632
6941,0.163981334451345
6937,0.0350714837832431
6936,0.0489279818193535
6939,0.033174456808404
6935,0.457821376976008
6940,0.753483901178571
6930,0.00989886953399056
6933,0.0173306048170983
6929,0.0480616975985798
6932,0.0188765692228365
6928,0.017052756997771
6927,0.534440839342484
6931,0.021228949482334
6934,0.796460987591084
6924,0.116325252115597
6925,0.203351657827723
6926,0.00518624432141458
6919,0.0303337069204652
6923,0.0262436737877443
6920,0.192221074983674
6918,0.345312311676525
6916,0.0149840053509408
6922,0.0530592578341038
